,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16
520,a,-0.3952439258551045,-0.4439325022732758,y,p,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.015113099060912188,-0.17208291590171815,-
521,b,-0.12735712582802922,-0.8248735498694113,u,g,w,v,-0.5799805956604883,f,f,-0.5412592313176405,t,g,0.6977205692327677,-0.1827731000827898,-
522,b,0.31630397831775764,-0.4520592446219934,u,g,i,v,-0.3483888879825185,f,f,-0.5412592313176405,t,g,0.1630953180125078,-0.1827731000827898,-
523,b,0.6053174975898704,-0.8167468075206937,u,g,c,v,-0.54138197771416,f,t,-0.08371697145954318,f,g,0.2521995265492178,-0.09368823190719267,-
524,a,3.2317912341329285,0.259030710890793,u,g,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,s,-1.0843636015014322,-0.1827731000827898,-
525,b,-0.8245388609142658,1.3764577838394572,u,g,i,v,-0.5027833597678316,t,f,-0.5412592313176405,t,g,-0.49033554459003215,-0.1706575580109086,-
526,a,-1.0712989416963035,1.0717049457625487,u,g,d,v,-0.5290304199713349,f,f,-0.5412592313176405,f,g,-0.6091411559723121,-0.17528997115603964,-
527,b,0.20390983193415846,-0.5201207117925029,u,g,c,v,-0.19399441619720528,f,f,-0.5412592313176405,f,p,-0.3715299332077522,-0.1827731000827898,-
528,a,0.04165662813227055,-0.35047496526302385,y,p,j,j,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1792097053557659,-
529,b,0.6898243745700203,-0.6125624060091651,y,p,m,v,-0.6062276558639915,f,f,-0.5412592313176405,f,s,1.2917486261441677,-0.1827731000827898,-
530,b,0.9779928250723311,-0.7060199430194171,u,g,m,v,3.6272687604892964,f,t,-0.31248810138859184,t,g,1.0066151588266956,-0.16281808961145602,-
531,a,-0.8600317492459288,0.05586215217285403,y,p,ff,ff,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
532,a,-0.9867920647161537,-0.8248735498694113,y,p,c,v,-0.3483888879825185,f,t,-0.31248810138859184,f,g,10.796197536726567,-0.1824167606100874,-
533,b,1.097992590384144,-0.8583963620578713,u,g,m,v,2.662303311831089,t,f,-0.5412592313176405,f,s,1.2917486261441677,-0.1827731000827898,-
534,b,-1.050172222451266,-0.9599806414168407,u,g,q,v,-0.4518331840786783,f,f,-0.5412592313176405,f,g,-0.13391871044319217,-0.1825949303464386,-
535,b,-1.0636933227680898,0.05586215217285403,u,g,q,v,-0.54138197771416,t,t,-0.08371697145954318,f,g,-1.0843636015014322,-0.17600265010144442,-
536,a,-0.5498915107287786,1.8163177134637947,u,g,q,h,-0.19399441619720528,f,f,-0.5412592313176405,f,g,0.5789149578504877,-0.1825949303464386,-
537,b,0.7878523518669939,-0.2915560832348216,u,g,m,v,0.4235834709440475,f,f,-0.5412592313176405,t,s,1.2917486261441677,-0.1827731000827898,-
538,b,0.4286981247013569,-0.1899718038758521,u,g,w,v,-0.2974387122933651,t,f,-0.5412592313176405,t,g,0.10369251232136781,-0.1827731000827898,-
539,a,-0.9445386262260786,-0.7060199430194171,u,g,c,v,-0.6571778315531449,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.1827731000827898,-
540,b,-0.8879190186493782,0.07313147966387883,y,p,j,v,-0.5676290379176632,f,f,-0.5412592313176405,f,g,-0.25272432182547216,-0.14998986859417004,-
541,b,-0.38087775676847885,-0.5536435239809628,u,g,d,v,-0.4255861238751751,f,f,-0.5412592313176405,t,g,-0.6091411559723121,-0.1827731000827898,-
542,b,0.1963042130059447,-0.909188501737356,u,g,i,bb,0.5779779427293606,f,f,-0.5412592313176405,t,s,1.4105542375264477,-0.1827731000827898,-
543,a,-0.7189052646890783,0.2925535230792529,u,g,aa,v,-0.6062276558639915,f,f,-0.5412592313176405,f,g,0.2224981237036478,-0.004603363731595549,-
544,a,0.7667256326219564,0.6907638981664133,y,p,k,v,-0.6062276558639915,f,t,-0.08371697145954318,f,g,0.08912468140187388,-0.1795660448284683,-
545,b,0.6965849247284321,-0.62983173350019,u,g,c,v,-0.19399441619720528,f,f,-0.5412592313176405,f,g,-1.0843636015014322,-0.12647146339581242,-
546,a,-1.2614394149016408,-0.9173152440860736,u,g,aa,v,-0.6185792136068166,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1825949303464386,-
547,b,-0.9791864457879399,1.0717049457625487,y,p,k,h,-0.3993390636716718,t,f,-0.5412592313176405,t,g,-0.25272432182547216,-0.1827731000827898,-
548,a,0.2106703820925703,-0.8076042223783865,u,g,k,bb,-0.3483888879825185,t,t,0.14505415846950548,t,g,0.17497587915073579,-0.1827731000827898,-
549,b,-0.4721451839070406,-0.5109781266501957,y,p,aa,v,0.5779779427293606,t,f,-0.5412592313176405,f,g,0.03240914549199981,-0.1827731000827898,-
550,b,-0.5076380722387037,-0.7568120826989018,u,g,aa,v,-0.5027833597678316,f,f,-0.5412592313176405,f,g,0.10369251232136781,-0.1827731000827898,-
551,a,-0.9158062880528275,1.1732892251215183,y,p,x,h,-0.6571778315531449,f,f,-0.5412592313176405,t,g,-0.16956039385787616,-0.17707166851955158,-
